step,replicas,ready_replicas,latency_p90,cpu_pct,requests,success_rate,vcpu_minutes,scale_event,memory_pct,network_pct,oom_kills,pending_pods,llm_model,llm_variant,llm_tokens_used,llm_latency_ms
181,9,8,49.9,61.4,908,0.9865,863.5,1,14.5,2.2,0,1,ppo,rl_v2,0,0
182,9,8,62.7,65.9,976,0.978,867.5,0,14.4,2.4,0,1,ppo,rl_v2,0,0
183,12,9,56.6,60.8,1022,0.9864,872.0,1,14.7,2.2,0,3,ppo,rl_v2,0,0
184,12,9,55.3,60.9,1023,0.9863,876.5,0,14.1,2.2,0,3,ppo,rl_v2,0,0
185,12,11,28.5,52.0,1019,1.0,882.0,0,14.3,1.8,0,1,ppo,rl_v2,0,0
186,12,12,10.2,46.7,952,1.0,888.0,0,13.8,1.6,0,0,ppo,rl_v2,0,0
187,9,9,40.4,51.6,929,0.9968,892.5,1,14.2,2.0,0,0,ppo,rl_v2,0,0
188,9,9,30.2,47.5,855,1.0,897.0,0,14.0,1.9,0,0,ppo,rl_v2,0,0
189,9,9,25.7,47.8,860,1.0,901.5,0,14.1,1.9,0,0,ppo,rl_v2,0,0
190,9,9,30.4,48.0,864,1.0,906.0,0,13.7,1.9,0,0,ppo,rl_v2,0,0
191,9,9,24.1,46.6,839,1.0,910.5,0,14.0,1.8,0,0,ppo,rl_v2,0,0
192,9,9,20.6,46.0,828,1.0,915.0,0,13.9,1.8,0,0,ppo,rl_v2,0,0
193,9,9,22.8,46.0,828,1.0,919.5,0,13.9,1.8,0,0,ppo,rl_v2,0,0
194,9,9,25.4,46.2,831,1.0,924.0,0,13.9,1.8,0,0,ppo,rl_v2,0,0
195,9,9,32.6,49.7,895,1.0,928.5,0,14.4,2.0,0,0,ppo,rl_v2,0,0
196,9,9,20.6,44.5,801,1.0,933.0,0,14.0,1.7,0,0,ppo,rl_v2,0,0
197,9,9,41.0,52.6,947,0.9948,937.5,0,14.3,2.1,0,0,ppo,rl_v2,0,0
198,9,9,55.7,56.7,1021,0.9866,942.0,0,14.1,2.2,0,0,ppo,rl_v2,0,0
199,9,9,26.9,46.9,844,1.0,946.5,0,13.9,1.8,0,0,ppo,rl_v2,0,0
200,9,9,31.3,49.3,887,1.0,951.0,0,14.3,1.9,0,0,ppo,rl_v2,0,0
201,9,9,39.9,52.6,947,0.9948,955.5,0,14.3,2.1,0,0,ppo,rl_v2,0,0
202,9,9,29.8,49.4,890,1.0,960.0,0,14.3,1.9,0,0,ppo,rl_v2,0,0
203,9,9,19.4,44.7,804,1.0,964.5,0,14.0,1.8,0,0,ppo,rl_v2,0,0
204,9,9,31.2,48.4,872,1.0,969.0,0,14.1,1.9,0,0,ppo,rl_v2,0,0
205,9,9,42.9,53.2,958,0.9936,973.5,0,14.2,2.1,0,0,ppo,rl_v2,0,0
