step,replicas,ready_replicas,latency_p90,cpu_pct,requests,success_rate,vcpu_minutes,scale_event,memory_pct,network_pct,oom_kills,pending_pods,llm_model,llm_variant,llm_tokens_used,llm_latency_ms
228,7,7,34.7,51.9,726,0.9963,980.0,1,13.9,1.4,0,0,dqn,rl_v2,0,0
229,7,7,53.4,56.0,784,0.988,983.5,0,14.3,1.5,0,0,dqn,rl_v2,0,0
230,12,7,32.5,50.3,704,0.9994,987.0,1,14.3,1.3,0,5,dqn,rl_v2,0,0
231,12,11,10.0,38.3,658,1.0,992.5,0,14.0,1.2,0,1,dqn,rl_v2,0,0
232,12,12,10.4,41.3,743,1.0,998.5,0,13.6,1.2,0,0,dqn,rl_v2,0,0
233,7,7,33.3,50.3,704,0.9994,1002.0,1,13.9,1.3,0,0,dqn,rl_v2,0,0
234,8,7,32.3,50.1,702,0.9997,1005.5,1,14.2,1.3,0,1,dqn,rl_v2,0,0
235,12,8,20.0,48.1,712,1.0,1009.5,1,14.1,1.2,0,4,dqn,rl_v2,0,0
236,12,9,16.9,48.8,762,1.0,1014.0,0,14.3,1.4,0,3,dqn,rl_v2,0,0
237,12,11,9.7,47.2,868,1.0,1019.5,0,14.0,1.6,0,1,dqn,rl_v2,0,0
238,12,11,9.4,42.1,825,1.0,1025.0,0,13.6,1.5,0,1,dqn,rl_v2,0,0
239,12,11,9.1,31.8,700,1.0,1030.5,0,13.6,1.3,0,1,dqn,rl_v2,0,0
240,12,12,8.8,30.8,703,1.0,1036.5,0,13.5,1.2,0,0,dqn,rl_v2,0,0
241,7,7,31.8,48.7,682,1.0,1040.0,1,14.4,1.3,0,0,dqn,rl_v2,0,0
242,7,7,8.3,36.1,506,1.0,1043.5,0,13.4,0.9,0,0,dqn,rl_v2,0,0
243,12,7,18.1,44.0,616,1.0,1047.0,1,13.7,1.2,0,5,dqn,rl_v2,0,0
244,12,11,12.5,52.6,904,1.0,1052.5,0,14.6,1.6,0,1,dqn,rl_v2,0,0
245,12,12,10.0,51.2,921,1.0,1058.5,0,13.9,1.5,0,0,dqn,rl_v2,0,0
246,8,8,39.8,53.1,850,0.9938,1062.5,1,14.2,1.7,0,0,dqn,rl_v2,0,0
247,8,8,40.3,52.6,842,0.9948,1066.5,0,14.6,1.7,0,0,dqn,rl_v2,0,0
248,12,8,16.6,42.6,681,1.0,1070.5,1,13.8,1.4,0,4,dqn,rl_v2,0,0
249,12,8,28.8,48.6,777,1.0,1074.5,0,13.9,1.6,0,4,dqn,rl_v2,0,0
250,12,11,9.8,44.8,824,1.0,1080.0,0,14.4,1.5,0,1,dqn,rl_v2,0,0
251,12,12,9.9,43.6,837,1.0,1086.0,0,13.9,1.4,0,0,dqn,rl_v2,0,0
252,12,12,9.5,34.7,791,1.0,1092.0,0,13.4,1.3,0,0,dqn,rl_v2,0,0
253,8,8,23.9,46.7,747,1.0,1096.0,1,13.9,1.5,0,0,dqn,rl_v2,0,0
254,12,8,28.6,47.5,760,1.0,1100.0,1,14.0,1.6,0,4,dqn,rl_v2,0,0
